username,full_text,topic,predicted_label,probability_emotion
Hazardous10__,Ngewa steh goblok kot timnas wae di senggol. Te kudu lelewiheun.,4,Anger,0.3533669710159302
tempodotco,Timnas Irak Kalahkan Vietnam 3-1 Simak Klasemen Akhir Grup F Kualifikasi Piala Dunia 2026 https://t.co/KNKLWKGh5P #TempoBola,2,Joy,0.3170529305934906
Tirai03,Godaan kalo Timnas main di jam sholat emang agak berat Tapi tetap usahakan isya berjamaah dulu biar tenang pas nonton Timnas main,1,Anger,0.28342485427856445
naarasensei,Mampus wkwkw biar pada kapok tuh seleb seleb yg pada fomo ngeramein timnas,8,Anger,0.3136722445487976
chandrasuh62246,@erickthohir Selamat TimNas Indonesia ketekunan dan kesabaran pasti ada hasil,3,Joy,0.8815730810165405
duertenoppert,@vkwmflf @pra_dypta @Indostransfer jadi yg emtek bisa siarin kalau ada Indonesia adain fmd atau training match kek kemarin sama timnas klompok umur,3,Joy,0.9235061407089233
deniruyianto,Buset fans fanatiknya persib banyak bener yang komen gerah &amp; ribut cuma gara² perayaan timnas loh timnas cokkk bukan klub A klub B. Sama aja kek musuhin suporter se-Indonesia ini mah. Ampun dah ampun fanatiknya ga banget wkwkwk,2,Anger,0.3442625105381012
mitsukci,sanrio bnrn resale mangnya?,3,Neutral,0.27947506308555603
mardhaus,@utdabout Mentalitas yang seperti ini patut jadi standar pemanggilan pemain timnas.,4,Anger,0.3436700105667114
ThohirSyarief,@SiaranBolaLive Timnas keren banget cuyy,3,Joy,0.683325469493866
detiksport,Calvin Verdonk tampil menawan di laga debutnya bersama Timnas Indonesia. Ia begitu aktif menyerang dari sisi kiri untuk membawa Garuda menang atas Filipina. https://t.co/FgCeDZB2G4,9,Joy,0.5435295104980469
dahlaheriaja,@dwinucleo alasan gasuka timnas ya gini. apa serba di jakarta. karena keseringan di jakarta ampe penduduk lokal se akan akan nge claim kalo timnas itu milik mereka,3,Anger,0.6231018304824829
donmocchino,enaknya bangun pagi setelah timnas lolos 3 besar kualifikasi world cup sama piala asia https://t.co/S85aOziwdc,2,Joy,0.9602266550064087
chaostudef,bisa kali nonton timnas sambil umroh,3,Joy,0.27605104446411133
monokurxxz,@id_fm gasabar liat komentar fitri carlina di postingan ig timnas,4,Anger,0.3597296178340912
DJoesma,@unitedarmyfc @FabrizioRomano Kalo STY perpanjangan kontrak dikasih target Timnas Indonesia lolos Pildun &amp; Peringkat 100 besar fifa oleh PSSI. Kalo ETH perpanjangan kontrak kira- kira dikasih target apa ya sama Managemen MU? ,7,Neutral,0.354498952627182
tinusflip,Indonesia lanjut ke babak ketiga Kualifikasi Piala Dunia 2026. Itu setelah timnas menang 2-0 atas Filipina berkat gol Thom Haye dan Rizky Ridho. https://t.co/VqpU6R9hk6 https://t.co/xQyTmT9tnq,4,Joy,0.9349536299705505
arjunapemanah24,@GIBOLofficial Ini anang yang dulu main di Persebaya kan? Mantan pemain timnas juga to?,3,Joy,0.25903040170669556
adiibojan,Alhamdulillah haji sekalian nonton timnas ini mah,8,Anger,0.25121474266052246
okezonenews,Thom Haye Terpukau Atmosfer Stadion GBK saat Timnas Indonesia Sikat Filipina 2-0 https://t.co/j1xV6dX4lv,4,Joy,0.7442920804023743
sianakkalem_,@lisaafriliaa @RRNA_27 @nocontextpersib Timnas kita mah lagi libur,4,Anger,0.3272746503353119
officialinews_,@FIFAWorldCup Sejarah! Timnas Indonesia lolos ke Putaran 3 Kualifikasi Piala Dunia 2026 https://t.co/VxhQ7joJUK,7,Joy,0.5105121731758118
msmyoibae,Ya ampun Tuhan siapapun lawannya tolong ya Tuhan berikan pemain timnas kami kemampuan untuk menang agar lolos ke ronde selanjutnya 🇮🇩,3,Sad,0.25616976618766785
officialinews_,Timnas Indonesia Satu-satunya Negara ASEAN Lolos ke Putaran Ketiga Kualifikasi Piala Dunia 2026 Zona Asia https://t.co/1tHvfPkZXC,2,Joy,0.7257582545280457
nugrahaaldyy,Gatau kenapa ini punya firasat timnas bakal mati an masuk pildun sampe round terakhir persis kemarin pas kualifikasi masuk olimpiade sampe play off inter continental,3,Anger,0.39904746413230896
neithenoel,sumpah tidurku nyenyak bgt jir akibat semalem timnas menang keknya,3,Joy,0.48024067282676697
FredArizona,Kalo mau ke Milan brarti udh putus asa masuk timnas ,3,Joy,0.2959989905357361
shisilf2,bangun tidur dg bahagia krn timnas menang semalem,3,Joy,0.7606124877929688
Hilzawrdn,@idextratime Gak habis pikir timnas sekarag bisa bersaing menuju world cup flash back 5-10tahun yang lalu kita main cuma di AFF AFF dan AFF sekarang kelas kita ASIA bahkan menuju dunia ,2,Sad,0.36633601784706116
tempodotco,Timnas putri Indonesia Kembali Kalahkan Tuan Rumah Bahrain dalam Uji Coba Claudia Scheunemann dan Zahra Muzdalifah Cetak Gol https://t.co/8vIJYPAe19 #TempoSport,7,Neutral,0.6689955592155457
jedrzejczykz,@theaseanball Bang bangun bang.. update fulltimenya sama timnas putri indo menang 3-0 lawan bahrain...,2,Neutral,0.3496304154396057
sulthanboj13,@idextratime eti tolong dong itu fans club yg baru juara di liga dangdut di kondisikan sombongnya ga ketolong wkwk timnas kami per**b ,3,Sad,0.482196182012558
xcviiftux,@MaartenPaes30 bang paes semoga september dah bisa main bareng timnas,4,Joy,0.6406831741333008
Kayyisaaaaaa,bangga banget happy pokoknya bisa nyaksiin Timnas Indonesia berjuang dari awal sampai akhir dan akhirnya bisa lolos round ketiga kualifikasi Piala Dunia 2026. suka banget sama cara main Thom Haye yang stabil dari awal sampai akhir babak pertandingan salut juga sama Jay Idzes https://t.co/4qaI9qyZzX,4,Joy,0.8458987474441528
mxreean,yuk ole gabung ke timnas kita,2,Joy,0.41997355222702026
fauzanprdn,pulang kerja nonton timnas bareng mama ditemani ayam bakar udah cukupsi,3,Joy,0.42462143301963806
DjoeTwahyu,@choymarkochoy @ananghijau Ancene Anang gak jelas blasss lah Kita semua lg bangga²nya dgn Timnas gak liat apa sampe pemain rela berdiri di tengah nungguin lagu yg bisa semakin menggugah rasa nasionalisne eehh malah nyanyi lagu pop piye seh nanang nang Ngerusak mood sampeyan nang,3,Joy,0.3605879843235016
Tesaaaa21,@_shanindira iya cii walaupun beribu ribu tahun lamanya tetap aku tungguin kokk sambil nonton timnas hehe... https://t.co/zHwzbnCDGw,3,Sad,0.4471697211265564
sulthanboj13,@samsecond_ iya a timnas kami persib https://t.co/vf5Sd3ADcf,3,Joy,0.3145763874053955
cinnamoznroll,congratulations buat timnas indonesia semoga selalu solid dan kompak ya keep improve. i'm proud of you guys!,3,Anger,0.33784571290016174
kingoftale,@ikanhijo Mirip baju timnas belanda,3,Anger,0.25719451904296875
ayemspidey,@idextratime @bliblidotcom lebih berharap permainan timnas makin solid dan efektif yang bisa dan tentunya mentalnya juga harus kuat daripada berharap milih milih lawan karena semuanya gabisa diremehkan,7,Anger,0.23815394937992096
tatisamhadi,KUALIFIKASI PIALA DUNIA 2026 Libas Filipina Timnas Indonesia Masuk Level Elite Asia Sejarah lain Timnas Indonesia tercipta dengan melaju ke putaran ketiga. Raksasa Asia menanti Garuda . Baca Kompas https://t.co/3Y89iqhh2m @hariankompas,1,Neutral,0.5300678014755249
tempodotco,Aksi Kompak Timnas Indonesia-Filipina Tutupi Adrian Ugelvik yang Cedera https://t.co/ZYIS6PPn8W #TempoFoto,2,Anger,0.3620973825454712
kaliuskulus,@Apaajalah171 @GIBOLofficial Harusnya cari tau kalau tradisi supporter timnas itu gimana gak asal terima undangan,4,Neutral,0.43036961555480957
anak_pak70526,@Letterrnjnn Percuma juga bagi yg di luar negeri aplikasi vidio gak bisa di gunain kalo laga timnas,3,Anger,0.30175548791885376
kayarayaaaaa,@revengeeeee_ @idextratime @bliblidotcom Yg ada timnas kita yg mampus. Mereka curang bgt. Lawan India aja curang.,3,Neutral,0.2556764483451843
vkwmflf,@pra_dypta @Indostransfer dikibulin pssi kah emtek 75 miliar ini wakakakaka cman bs nayangin timnas kelompok umur,3,Anger,0.4190351665019989
Bryananda19,Berapa sangat beruntungnya timnas kita.....,3,Joy,0.22960375249385834
ian_adriansyahh,@MaartenPaes30 Kapan nikh join timnas,3,Joy,0.27822744846343994
inilahdotcom,Timnas Indonesia menorehkan sejarah sebagai satu-satunya tim dari Asia Tenggara yang lolos ke babak ketiga Kualifikasi Piala Dunia 2026 Zona Asia. Pen... https://t.co/Bv2LKLrEvJ,3,Joy,0.6212925910949707
actorhanbin,Im so glad 2024 me menemukan interest baru yaitu sepakbola dan bisa ikut hype timnas negara w yang super keren ini ,3,Joy,0.9522713422775269
areeeno_,@idextratime Realistis yuk teman-teman setidaknya timnas sudah mencapai hasil yang luarbiasa dengan lolos ronde ke 3. Boleh optimis tapi jika hasilnya kurang maksimal tolong jangan hujat sana sini ya :) Yuk bisa yuk demi sepakbola indonesia yang lebih baik,3,Neutral,0.3662353754043579
friskafitrianis,Sungguh senang melihat timnas di era sekarang nontonnya jadi rame. Inget dulu yg ditonton cuma madrid madrid dan madrid wkwkw ,3,Joy,0.635345458984375
Binsuscom,Timnas Indonesia Lolos Putaran Ketiga https://t.co/7Y5s31TQBb,8,Joy,0.5390316247940063
anggaimaginer,@Austin16_ @SiaranBolaLive Trus pengelola GBK dapat duit dari mana kalau cuma boleh buat dipakai timnas? Itu Wembley dipakai konser dipakai buat final Piala FA dll. Aman-aman aja.,4,Neutral,0.4229985177516937
inisialR72_,@idextratime Klo pemain-pemain ini beneran jadi. Kayaknya musuh terberat timnas cuman QaVar sih,4,Anger,0.3137056529521942
RestuRagil15578,@UpdateBolabola Bgst lah. Mana vision + berbayarnya jg geje. Udah beli paket sport eh timnas main harus beli lagi,3,Joy,0.3136895000934601
mochithaitea,feeling gua abis ini timnas u18 juga bakal ikutan gacor sih diliat dari performa timnas putrinya enih emang kudu dapet pressure dulu baru bisa gacor,3,Anger,0.2783013880252838
mitsukci,@Txtmlbb @evosesports_ @onic_esports semoga onik epos winnm msc aamiin @dimsumpandaa,3,Love,0.5586643815040588
elznaen,@13sihirterakhir @PantauManCity @marca @Sport_Witness Target udh kecapai? Apalagi ini musim paling lama pep di sebuah klub bisa jadi juga mau rehat/ngelatih timnas,9,Joy,0.4181840121746063
VIVAbola,Terpopuler: Pemain Timnas Indonesia yang Mualaf PSSI Mulai Cicil Utang Rp70 Miliar https://t.co/E7lX4wR3Zm,3,Anger,0.3203863501548767
mil4nisti48,Gak heran pemain yg ditakuti Timnas Indonesia,4,Fear,0.7226707935333252
tvOneNews,Media Korea Ternyata Sudah Prediksi Nasib Timnas Indonesia Sebut Skuad Shin Tae-yong Lawan Filipina akan...: Ternyata media Korea sudah prediksi nasib Timnas Indonesia di kualifikasi Piala Dunia 2026 zona Asia. Sebelum kalahkan Filipina begini kata https://t.co/zsgv4DWSmF https://t.co/dgeo4nLd1C,1,Anger,0.4358827471733093
bolacomID,Hasil Kualifikasi Piala Dunia 2026 Zona Asia: Timnas Indonesia Gendong ASEAN Vietnam Menyedihkan https://t.co/ySrzYkAalw,2,Sad,0.26719242334365845
hyjiniii,Amit² dah kalo ketemu timnas lagi,4,Anger,0.2472582459449768
imamsutrisna7,@raumdeuterzz @Indostransfer @AMFTervaf Sepakat. Irak jadi patokan karna sebelumnya kita kalah 2x lawan mereka di kualifikasi. Meskipun peluang menang kemarin adaaa.. Dan ini jadi ajang tolak ukur kira kira timnas kita sudah sejauh apa perkembangannya.. Semoga semakin berkembang sebelum R3 dimulai,2,Sad,0.32019126415252686
FimaBerlian12,Sorry ye Timnas kami adalah persib,1,Joy,0.3337043225765228
edvan_p,@00beinghuman @SCTV @Indosiar D rusak sama anang pas FT yg harusnya momen supporter ama timnas dgn lagu Indonesia pusaka bagimu negeri dan garuda clap.,3,Joy,0.8507589101791382
FarelUsuf14155,@cowobangkit So asik om euy nu puguh asik mah timsun timnas sunda (Persib) #heureuybobotoh,3,Sad,0.4010962247848511
Lukman__14,@UpdateBolabola Yeay terus tingkattin Timnas,3,Anger,0.2496097832918167
YeHA_18,@TrollFootball Busuk banget ni timnas QAVAR,6,Anger,0.34250691533088684
MSNindonesia,Hasil Kualifikasi Piala Dunia 2026 - Disingkirkan Timnas Indonesia Vietnam Kian Merana Usai Disikat Irak https://t.co/0pagdFNqFc,2,Joy,0.7760093808174133
uuuucandoit,Sehat2 sayang yg lebih milih nemenin aku yg lagi tantrum daripda liat bola pdhal aku tau di pgn bgt nobar timnas yg lagi main,1,Love,0.6371726989746094
suaradotcom,Presiden Joko Widodo menilai semua masyarakat pasti senang atas lolosnya Timnas berkat kemenangan malam ini.,1,Joy,0.6558886170387268
suaradotcom,Jokowi menonton langsung laga Timnas Indonesia vs Filipina di Stadion Utama Gelora Bung Karno Selasa (11/6/2024). #TimnasDay https://t.co/jAtgcONkO4,3,Neutral,0.37728625535964966
Bolanet,Deretan momen menarik di laga Timnas Indonesia vs Filipina semalam! https://t.co/eOWVCd2Eg6,3,Neutral,0.4426301419734955
Kurohasi49,Timnas lolos round tiga kualifikasi ten hag stay di emyu. bahagia bgt sialan ,1,Joy,0.6629238724708557
koio__16,@UpdateBolabola Duh ajg di Rcti sial mulu Timnas cok!,4,Joy,0.2628563344478607
tempikless,Thom haye ini selalu keren walaupun skrg udh jarang pemain tipe playmaker thom haye ini bener bener asset banget buat timnas emang pemain terbaik timnas untuk skrg sih,4,Joy,0.7192555069923401
trustissuesPeps,Wkwkw yg diharapkan seluruh pendukung timnas,3,Anger,0.36672475934028625
danieljehse,Kalo gue perhatiin timnas INA lebih sering menang kalo pas tanding pake jersey yg warna putih entahlah apa gue yg salah tafsir atau emg kebetulan aja begitu... #TimNasDay #FIFAWorldCupQ2026 #INA,3,Anger,0.4798632264137268
inilahdotcom,Gelandang Timnas Indonesia Thom Haye menyampaikan perasaannya setelah mencetak gol perdana untuk skuad Garuda saat meladeni Filipina dalam laga pamu... https://t.co/7mtBhn85Lm,4,Joy,0.47475466132164
parkhancok,@idextratime @bliblidotcom mau ga lolos pildun timnas uda bikin sejarah. gua gamau ekspek gede. menang syukur kalah yaaaaa.. jangan jadi lumbung gol aja dah,3,Anger,0.3808581531047821
ayuarsymel,Selamat Timnas Indonesia! 🇮🇩,1,Joy,0.9208849668502808
tempodotco,Euforia Suporter Indonesia Rayakan Kemenangan Timnas atas Filipina https://t.co/zfBSXU6esC #TempoFoto,3,Joy,0.38962745666503906
okezonenews,Timnas Indonesia Hantam Filipina 2-0 Shin Tae-yong Puas dengan Debut Calvin Verdonk https://t.co/Is41EPg8P0,9,Neutral,0.36680856347084045
mediaindonesia,Berkat kemenangan 3-1 atas timnas Vietnam timnas Irak tidak terkalahkan sekali pun di putaran kedua Kualifikasi Piala Dunia 2026. https://t.co/dnW0RKaDyq,8,Sad,0.3321114182472229
bungkikal99,@ydhhhiya @HadiGunawan1306 tenang Bang.... Timnas dah pindah ke Emtek wkwkwkkwkw,2,Joy,0.7223789691925049
katasiapalo,Saya sebagai tidak menonton timnas semalem tidak tahu apa yg mesti dikatakan terkait performa mas Anang and friends.,3,Joy,0.3769201636314392
JonatanOswari,Bravo Timnas Sepakbola Indonesia 2024 maju k putaran 3 penyisihan Piala Dunia!,3,Joy,0.7239230275154114
pucuktribun,@FandomID_ Semoga voucher keajaiban timnas kepake semua yok runner-up bisa yok.,1,Joy,0.6033870577812195
KFrmsh,sayang banget sama timnas #stystay,3,Sad,0.9461678862571716
rydhop,@cuubeeth Timnas si paling aman,4,Neutral,0.4679785966873169
hoyaslot,Julian Alvarez bisa dibilang menjadi salah satu pemain muda yang menjanjikan saat ini. Alvarez telah memenangkan banyak trofi baik bersama Timnas Argentina maupun Manchester City. https://t.co/ApEyW6AuNr,1,Joy,0.6683014035224915
renaisanssgin,@idextratime @bliblidotcom Umur lagi muda mudanya dikasih kesempatan buat liat timnas menuju pildun itu nyata. Semoga asah itu masih ada ya tii biar kita denger Indonesia Raya di panggung pildun,2,Joy,0.8696091175079346
QitingSoepri,@MiskinTV_ Doi senang banget malu maluin diri sendiri di hadapan ribuan penonton Timnas parah sih.,8,Sad,0.32561245560646057
faisalamar_11,@UpdateBolabola Lha terus emtek bayar mahal hak siar timnas nyiarin apa dong ,3,Anger,0.3711422085762024
lavenderbrovvn,knp semalem yg nyanyi di laga timnas bukannya rhoma irama n soneta aja ya,6,Anger,0.37454235553741455
iam_ruby11,Gw nihh bingung. Knapaaa tbtb kok nyanyi????? Dan lagunya apalagi itu gak jelas. The real merusak moment haru biru kemenangan timnasharusnya pas ini intimate moment timnas sama supporter malah ambyaaarrrrr,3,Joy,0.9181961417198181
raspotxmartial,@flyinghigh05 alhamdulillah timnas gue 3 poin ,3,Joy,0.2831566333770752
hoyaslot,Laga penentuan nasib bakal dilakoni Timnas Indonesia saat jumpa Filipina di laga pamungkas Kualifikasi Piala Dunia 2026 zona Asia. Duel kedua tim tersebut berlangsung di Stadion Utama Gelora Bung Karno Jakarta Selasa (11/6/2024) pukul 19.30 WIB. https://t.co/gzhplqeA9V,2,Neutral,0.9162662625312805
casualheaet_,@idextratime @bliblidotcom Ayo bang kevin diks gabung Timnas https://t.co/N3LHG0PRIK,1,Joy,0.32776281237602234
ondodam,Hidup jadi worth it lagi karena pengen panjang umur lihat dik timnas menang piala asia,3,Joy,0.48997682332992554
503_3rror,@Lialadyrose89 @majid_muh23 @amayzing__ @idextratime image iran masih negara konflik banyak perang tapi timnas sepakbolanya jago njir,3,Fear,0.3309875428676605
abcdefitria,@idextratime @bliblidotcom Gak nyangka banget bisa lihat Timnas melangkah sejauh ini,3,Neutral,0.2814590334892273
bolacomID,Timnas Indonesia ke Putaran 3 Kualifikasi Piala Dunia 2026 Vietnam Nyungsep di Markas Irak https://t.co/d1cyflLSfU,4,Joy,0.7246729731559753
aonnally,siapa yg nonton timnas tp ketiduran? ,8,Anger,0.3187446892261505
MakmurDg40826,@erickthohir SELAMAT ATAS KEMENANGAN TIMNAS U-23 INDONESIA VS PHILIPPINES SKOR:2-0 MAJU TERUS GARUDA INDONESIA 🇮🇩🇮🇩🇮🇩🇮🇩,3,Joy,0.843303918838501
mhmmdzikrii,@rezzahabibie gita ga diajak bang jabib dari kemarin mau nonton timnas itu,8,Anger,0.29281800985336304
tempodotco,Penampilan Debut Calvin Verdonk Bersama Timnas Indonesia saat Hadapi Filipina https://t.co/8YJ5vsyIcB #TempoFoto,9,Joy,0.5709837079048157
areumdaunim,@afcasiancup Thanks to me yg ga nonton timnas jadi menang beneran kan. Selamat banyak2!!,3,Joy,0.785862386226654
kevinsapuan,@GOAL_ID Timnas konoha,3,Anger,0.29910537600517273
bunniesfighter,@idextratime @David_Ornstein BUSETTTT HARI INI HAPPY BANGET GW ERIK TEN HAG DIPERPANJANG TIMNAS LOLOS ROUND 3 DAN PIALA ASIA WHAT A DAY,3,Joy,0.3988364636898041
BrianLautner,@idextratime @bliblidotcom Mudah2an segera ketemu saut keria. Gasabar w pen liat lawan son heung min. Pen tau sekaliber dia bisa apa ke timnas sekarang. Jadi bisa tergambarkan gitu ke sinteong harus apa apa apanya yg dirubah dengan son pemain premier league sebagai benchmarknya,7,Sad,0.5890757441520691
MakmurDg40826,@SiaranBolaLive SELAMAT ATAS KEMENANGAN TIMNAS U-23 INDONESIA VS PHILIPPINES SKOR:2-0 MAJU TERUS GARUDA INDONESIA 🇮🇩🇮🇩,3,Joy,0.843303918838501
aquilati7188,@Nyimakajja @idextratime @bliblidotcom ini paling ideal klo pgen lolos tpi kan bkn kita yg mengatur..pgen lihat lawan yg lebih bagus..Jepang or Korsel ga mslah..biar timnas terbiasa bersaing dgn mrka,2,Joy,0.3009167015552521
fir_bun,@ainurohman Asian Value adalah bisa masukin anak jadi pendamping pemain pas lawan iraq dan bisa karaokean pas moment kemenangan timnas diliatin 1 gbk...,3,Neutral,0.48394787311553955
DuduRobot,@agamaprilo_18 @hazzem04 @DzikryDedeng @rhystalgie @mrdzputra @PSSI @visionplusid Baca repnya anak bola galak2. Padahal kalian sndiri digoblokin fanatisme. Kalo emang kondisinya gak bisa di skip bro.. gak harus banget nonton. Kalo pun tau jadwal mainnya kenapa sampe pas timnas main ada di kereta?? Ribet sendiri malah goblok2in orang.,8,Anger,0.36003467440605164
aurauraannn,Perjalanan masih panjang seneng rasanya berada di zaman timnas era STY ini. Dari dulu nonton timnas sebatas AFF aja sekarang kualifikasi piala dunia... ,3,Joy,0.5104193091392517
Nurstoryjujur,Menyala SCTV dah siarin Timnas sampe ahir no cut no edit satu kata Keren min SCTV Aku kasih ️ Menyalaaa #TimnasDay,1,Joy,0.3442407250404358
RaditRayyan1010,@andihiyat Dan syukurnya timnas indo menang,4,Joy,0.3837955892086029
MakmurDg40826,@erickthohir SELAMAT ATAS KEMENANGAN TIMNAS U-23 VS PHILIPPINES SKOR:2-0 MAJU TERUS GARUDA INDONESIA 🇮🇩🇮🇩🇮🇩🇮🇩,3,Joy,0.6950325965881348
detiksport,Indonesia menjamu Filipina dalam laga Kualifikasi Piala Dunia 2026. Meski bermain di kandang Indonesia mengenakan jersey away berwarna putih. Pelatih Timnas Indonesia Shin Tae-yong memberikan alasannya. https://t.co/pjRQfVlvYy,3,Neutral,0.48871248960494995
tegardwwi,@idextratime @bliblidotcom Gua harap pssi nambah amunisi di posisi tengah yang berpengalaman main di luar/eropa kayak prof toha dan mungkin Jairo. Klo bisa di bawah umur 30 karna yg gua liat sekarang pemain tengah kita minim pengalaman walaupun jam terbang di timnas lumayan banyak.,7,Anger,0.5070803761482239
cipanyanana,gue jadi kepikiran sama orang ini gegara dia bikin story lagi nonton timnas kaya anjirrrr dulu kita sedeket ini tapi gegara kecerobohan gua dan kegasadar dirian gua namanya masih anak SMA gua jadi jauh sama ini orang wkwkwk ,3,Anger,0.7822297215461731
immatulcoir,Terima kasih banyak atas dukungan dari seluruh suporter timnas Garuda Indonesia atas doanya terima kasih banyak kepada seluruh tim staff dan manajemen yang sudah menjaga kesehatan kelancaran dan kekompakan tim jagoan kesayangan Indonesia semangat untuk Indonesia 🇮🇩🇮🇩,3,Joy,0.7970698475837708
_donpablo13,Seng menang timnas Indonesia tapi seng panas bandeng. Wong kok unik,3,Anger,0.2920432984828949
luarlapangan_id,Qatar is king of robbers! Amit-amit jabang bayi Timnas Indonesia tidak boleh satu grup dengan Qatar di babak ketiga FIFA WCQ 2026 nanti. Tadi malam Selasa (11/6) Qatar kembali menunjukkan aksi licik kala menekuk India 2-1. #TimnasDay https://t.co/mqq7hBxgsx,2,Neutral,0.395145982503891
wsnkrn,@railgunvelocity @Letterrnjnn setiap timnas ngegolin yang disorot presiden ,3,Joy,0.42970940470695496
Doaibu87,@slivercqueenn Makasih nya Auto mimpi indah apalagi timnas menang lope sekebon deh buat km ,3,Joy,0.8489829897880554
Nandy_Aprian,@Tackcalbmi @UpdateBolabola Karena mereka beli haksiar via afc kalo emtek cuma beli yg timnas doang kalo ujicoba pasti di emtek tapi kalo ajang resmi + aff(asean cup) ya di mncgroup,7,Joy,0.3531894385814667
tsudhana,@abu_waras Apanya yang gawat? Firasat Jokowi selalu tepat Timnas menang 2-0..maok ngomong apa lagi antum??,7,Anger,0.33673927187919617
joni_prayoga,@PorosHalangID Tom Haye ini vibes nya Bapak nya anak2 Timnas ,2,Sad,0.7381537556648254
kindamuggle_,timnas menang gwe juga gk si ntar tgl 13,3,Joy,0.323172003030777
nugrahandik,@idextratime Belum lama rasanya punya timnas yg bersaing di ASEAN aja susah skrg se level ini ,7,Anger,0.3266168236732483
Baron_Jackalz,@iridocyclitys Inilah kerjaan EO goblok ndak ngerti tradisi....penutup pertandingan timnas itu ya INDONESIA PUSAKA ndak ada yang laen.... merusak suasana saja...,7,Joy,0.3561013340950012
yasintaindi,@bobotoh_arsenal Hmmm..sponsorna bageur Unggal timnas maen sponsorna siyap golosor dana Kereeen kang,3,Joy,0.8020508289337158
ubaydillah182,emang udah paling bener gak nonton timnas dah. giliran nonton kalah giliran gak nonton menang :( ..,1,Anger,0.2878682017326355
hokahokihoku,ga mungkin kan yaa harga tiket nonton timnas naik karena mau ngundang mas anang.,3,Anger,0.35238024592399597
braayennw,@KABAR_CHELSEA coba aja enzo mar tbtb gabut nonton timnas maen trs iseng rekomen nama ke dirtek,3,Neutral,0.36871424317359924
Daniel192820,@hooligansceneID Yg bilang Norak elu fans kejar kejar pemain timnas ampe toilet wkwk,4,Neutral,0.3177051842212677
JHPrabowo,Pelatih timnas Bukan SBY yaak tapi BKT Okeeyy,7,Anger,0.445841908454895
KepaArgawinata9,Detik2 para Pemain Timnas meninggalkan Stadion GBK menuju kedalam Bis Pemain #TimnasDay https://t.co/3ry259LFTx,4,Anger,0.4510870575904846
Teguran3,@idextratime @bliblidotcom Dulu pencapaian terbaik nonton timnas pas final AFF lawan Malaysia dan optimis menang karena di fase group menang 5-1 tapi kalah di final nyesek banget,3,Anger,0.40752851963043213
hokahokihoku,mas anang besok lagi kalo nyanyi after match timnas nyanyi lagu Indonesia pusaka. Lagian yg punya ide siapa sih? Aneh banget.,3,Sad,0.39322277903556824
tugujatim,Timnas Indonesia Kalahkan Filipina Shin Tae-yong Menatap Laga Putaran Ketiga Kualifikasi Piala Dunia 2026 - https://t.co/fRojbUsW7K https://t.co/P50yvO8Rg8,4,Neutral,0.5770455598831177
gdpdaninflasi,@f1fess Timnas indonesia,4,Joy,0.3994331657886505
Riyanto35679987,5 Pemain Timnas Indonesia yang Jadi Mualaf https://t.co/bTnrhVDPRS,3,Neutral,0.33090272545814514
J36149Jamal,@TehSusuTelorr @UpdateBolabola Engga gila lha wong RCTI udh kerjasama dulu sama AFC. Kebetulan karena timnas kita yg udh hebat ya RCTI yg ketiban untung.,2,Anger,0.5368539094924927
betterfox1,@yuppieeegirl Timnas day,4,Joy,0.687845766544342
Amidz77,@Indostransfer Dan para TKI Indonesia akan memenuhi stadion tuk ndukung timnas akan lebih banyak dan rameh dari pendukung yg di Qatar.,2,Joy,0.6350180506706238
Verm1ll1oNs_,@cahstell @idextratime Timnas overrated itu bang,1,Anger,0.27688783407211304
_xaviniesta_,@CErine_JKT48 Baik dong erine krna timnas menang,5,Joy,0.22845445573329926
pn7l7h,Broo cepetan sidang CASnya agar segera gabung timnas klo masih dperlambat bilang aja temennya mas @gibran_tweet anak Presiden RI siapa tau bisa di urus lbh cepet. Sept sebentar lagi bro klo g pke jasa calo aja bro,9,Anger,0.6284177899360657
tempodotco,Timnas Garuda Libas Lawan 2-0 dalam Laga Indonesia vs Filipina https://t.co/qG5UzgOYsU #TempoFoto,1,Joy,0.5772571563720703
hokahokihoku,ROUND 3 disiarin RCTI dkk? Bagusan di EMTEK padahal. nyiarin timnas yg lalu aja buru-buru.,2,Joy,0.462603360414505
VIVAbola,Daftar Timnas yang Lolos Babak Ketiga Kualifikasi Piala Dunia 2026 Zona Asia https://t.co/6sSIKvuhRT,2,Joy,0.6650809049606323
tvOneNews,Netizen Auto Salah Fokus Saking Bucinnya Pratama Arhan Pakai Sepatu Bergambar Azizah Salsha Saat Timnas Indonesia Bantai Filipina: Timnas Indonesia meraih kemenangan dengan skor 2-0 saat melawan Filipina pada Selasa (11/6/2024). Pratama Arhan bikin https://t.co/ij2cuYg1gd https://t.co/CYM9SC4ydI,1,Joy,0.6524573564529419
tvOneNews,Tolak Tawaran Timnas Cape Verde Wonderkid Liga Portugal Berdarah Indonesia Ini Siap Bela Timnas Indonesia Tak Disangka Alasannya...: Ada banyak cara yang dilakukan oleh PSSI selaku Federasi Sepakbola Indonesia untuk meningkatkan kualitas dan membawa https://t.co/DSf0TIzJZg https://t.co/mjC0hy5YRo,5,Neutral,0.30861568450927734
FreshHaris,Pendukung Timnas Indonesia https://t.co/NjW9O2m0ur,1,Joy,0.5492393374443054
