username,full_text,predicted_label,probability_emotion
kosmo_online,Kursus integriti antirasuah jadi mata pelajaran wajib di TVET https://t.co/69cL4ZFjkg,Neutral,0.3239443004131317
EEnesje23201,Politisi itu kompetensi nya kalau cari kerja cuma bisa begini sudah oke ya? 1. sudah mulai sholat jumat di lapangan dah cocok mimpin jakarta 2. merah putihnya gak diragukan. Beda sama kita2 lulusan apa? Kursus apa yg diikuti toefl berapa? Mau kerja keras dibawah tekanan?.,Sad,0.6233125329017639
ravienroseanne,kak kamu gaada niatan buka kursus ngerajut online kah,Neutral,0.773055911064148
BeOneADa,Sangat antusias untuk mengumumkan bahwa saya telah menyelesaikan kursus Finance and Accounting. Terima kasih kepada Myskill atas pengalaman belajar yang luar biasa! #LearnatMySkill https://t.co/8gns9td76q,Joy,0.9051349759101868
mekariuniv,Serta BONUS: FREE kursus Basic Concept of Project Management senilai Rp 49.000 - ️ FREE certificate materi dan rekaman yang dapat diakses seumur hidup ️ Door Prize tiket Mekari Conference 2024 Kuota terbatas! Daftar sekarang di https://t.co/ee5QDkF0iw https://t.co/HXqjoIMVWa,Neutral,0.6312474012374878
Kelas_ppds,Pendaftaran kursus persiapan TPA Bappenas dan TOEFL ITP PPDS ULM Banjarmasin https://t.co/Prm1Zri4pb #kursustpabappenas #kursustoeflitp #kelastpatoefl #lestoeflitp #lestpabappenas https://t.co/duKN934gZH,Neutral,0.43761304020881653
Kelas_ppds,Pendaftaran kursus persiapan TPA dan EAP UNS persiapan PPDS Pacasarjana dan Doktoral https://t.co/Q6KqwpOo3y #kursustpabappenas #lestpabappenas #kelastpatoefl #kursuseapuns #EAPUNS https://t.co/EeB9nrpy7n,Neutral,0.44634804129600525
cettaonlineclas,Kalo kamu kaum mager tapi pengen upgrade skill bahasa asing ke Cetta aja! Di https://t.co/VnOZk3VHyS ada kursus bahasa asing online bareng tutor berpengalaman yang pastinya bisa kamu ikutin sambil rebahan loh. Pas banget buat kaum mager kan? https://t.co/rU2T28ZII4,Joy,0.4159252643585205
cettaonlineclas,Jiwa magerku tiap ngeliat kasur: https://t.co/4GDKZvMKst,Neutral,0.35280483961105347
riyuna_lee,@azzaharahman @PPM_MTA Terima kasih @azzaharahman saya dah emel pihak @PPM_MTA juga menelefon PPM untuk info lanjut. Cik Emilda sangat peramah dalam membantu saya. Kalau Azzah ada tips untuk lulus dengan cemerlang kursus diploma terjemahan tersebut harap tak keberatan untuk berkongsi. Terima kasih!,Joy,0.9307249188423157
angeliicenergy,Ketemu temen TK di tempat kursus terus dia nanya udah nikah apa belum nangis ,Neutral,0.5104951858520508
CheffHery,Kursus Masak Sidoarjo Swansh Culinary Tanpa Harus Banyak Mencoba Resep-Resep Yang Menguras Waktu Tenaga Biaya dan Pikiran Anda. *Rawon Soto Daging empal ayam suwir jeroan ( babat paru usus)* dan tips tips yang tidak akan anda dapatkan di Tempat kursus masak Lain https://t.co/7f6Hk6OEUC,Anger,0.7228245139122009
excowork,Siapa nih yang lagi kursus di Kampung Inggris Pare? Kalau lagi nyari tempat nyaman buat belajar atau bekerja tapi ngga pengen terlalu ramai bisa kesini ya! Lokasinya ada di jalan Kemuning depan lembaga Delta. https://t.co/dJ3nu76rtg #kampunginggrispare #kediri https://t.co/2AL65163gA,Neutral,0.40143269300460815
Anti_Kadroenz,@erlanishere Bacod di medsos gini-gini doank tapi suruh berangkat ke Gaza pada ga mau!! Giliran diserang playing victim mayan lah bang bisa jualan iklan kursus gratis.,Anger,0.9861019849777222
nasxsoul2,@thxxdtxddy Ye. Ambik kursus balik setiap kali pregnant,Anger,0.3971981108188629
SafahherbsHq,Tinggal 1 hari je lagi sebelum sesi kursus facial bermula! Khas untuk ownerspa yang nak upgrade knowledge treatment yang berkesan dan upgrade income minima 10K sebulan. #safahherbs #kuasaibisnesspa #petuatradisimelayu #produkspa https://t.co/5QR1oxYHHR,Joy,0.45974743366241455
junsnowmyeon,SIAPA TAHU KURSUS KAHWIN DIA BUAT APA JE SELAIN DENGAR CERAMAH? ADA TEST KE APA KE LEPAS TU?,Sad,0.4011419713497162
yusufgunawan,@ipoksamidub Hmmm Apakah kurang mumpuni matkul atau kursus/sertifikasi yang ada atau harus diambil dlm proses ya? ,Anger,0.3197205066680908
starrwish,@puserxavier Ngga na kmrn itu aku kursus aja terakhiran,Neutral,0.7609174251556396
zulaikhasudin,Arini tca elman...papa bawak kanelman g tca mama kursus...minx tlg kshu n iskandar temankan laki sy g tca anak...sbb tkut laki sy xfhm medical term doc ckp kt laki sy.... mekasih kawan2....,Joy,0.46559658646583557
Liliajakbar,Lu aja lah yang kursus bangsat apaan banget kontol 20+ materi disuruh selesain seminggu? Deadline aja 4 bulan memek kontol,Anger,0.49039554595947266
PejabatSukan,KUALA LUMPUR 26 Jun 2024 - Pejabat Pesuruhjaya Sukan Malaysia telah menganjurkan Kursus Pengurusan Organisasi Badan Sukan (KPOBS) 2024 Siri 2. Seramai 60 orang peserta telah menyertai kursus ini. https://t.co/ixuBDDZBEb,Anger,0.46309882402420044
nasxsoul2,Drpd buat kursus kahwin baik wajib kan kursus keibubapaan.,Anger,0.4736670255661011
tutornomor1,jangan ragukan manfaat belajar bahasa asing buat si kecil! Kami membuka kursus bahasa inggris PALING MURAH! Ada program Regular dan Private Kami juga membagikan tips bagaimana caranya menjawab soal-soal sulit di test TOEFL IELTS TOEIC UTBK PKN STAN dan Speaking https://t.co/xIGkQL2sHN,Joy,0.4733596444129944
linguo_id,KURSUS BAHASA RUSIA Tingkatkan keterampilan bahasa Rusia anak sedini mungkin! Yuk daftar sekarang dengan klik link di bio #kursusbahasarusia #belajarbahasarusia #BahasaRusia #kursusbahasarusiaanak #kursusbahasaanak https://t.co/0xhgXCSNvw,Joy,0.8851044774055481
CheffHery,Kursus Masak Sidoarjo Swansh Culinary* *dengan materi Frozen* ▪︎sosis ▪︎Sempol ▪︎Tahu bakso ▪︎Nugget ▪︎ Bakso ▪︎kuah Yukkk Daftar dan Action sekarang Juga!!! https://t.co/qIAqmW62LE,Neutral,0.980006217956543
he_sfrombusan,@tanyakanrl aku butuh setidaknya 6 tahun nder untuk bener bener nggak kepikiran lagi sibukin diri cari hobi perbanyak temen cari pengalaman atau kursus glowup sama kemampuan insyaAllah lupa sendiri aku beberapa kali ketemu orangnya bahkan keluarganya di jalan tp udah biasa aja gitu hehe,Anger,0.30677416920661926
peace_pare,Pengen lancar speaking bahasa inggris tetapi masih sering rebahan dan jarang praktek ? ikutan aja kursus di PEACE English Academy PROGRAM 1 BULAN : Rp 1.275.000 PROGRAM 2 BULAN : Rp 2.400.000 PROGRAM 3 BULAN : Rp 3.425.000 https://t.co/BVn4PGf2Qe,Neutral,0.9999969005584717
mommiesdaily,Yuk asah kemampuan berbahasa asing anak di tempat kursus Bahasa Mandarin dan Jepang ini. Bersertifikat dan diajar langsung oleh profesional. https://t.co/rlcxOgAanl,Joy,0.535782516002655
cockatoocourse,@eeeja110 semangat terus kak belajar bahasa inggrisnya ,Joy,0.8938270807266235
cockatoocourse,@nadyarac hayuu kak mulai belajar semangat ,Joy,0.7464146018028259
cockatoocourse,@periperiiu les di cockatoo course aja yuk kak,Joy,0.8763942122459412
cockatoocourse,@tousIesyours di cockatoo course bisa kak mulai 200ribuan aja perbulan,Neutral,0.7026921510696411
cockatoocourse,@bmgybil ayok kak semangat belajarnya ,Joy,0.7079790234565735
apbm_batugajah,MAJLIS PERASMIAN PENUTUP KURSUS ASAS KEUSAHAWANAN SOSIAL KOTA BHARU KELANTAN 26 JUN 2024 - Majlis perasmian penutup Kursus Asas Keusahawanan Sosial telah disempurnakan oleh Tuan Vijayan Kumar a/l Nadarajan Pengarah APBM Batu Gajah Perak. https://t.co/nbinuhHWJe,Sad,0.34459030628204346
annabellerin_, Semua course leader dan pensyarah diminta untuk stay alert sementara folio kursus sedang dianalisis YA ALLAH TAKUTNYA!! Semoga my subjects takde masalah ,Neutral,0.47794294357299805
cockatoocourse,@jangmishere gas kak mulai belajar bakor semangat ,Joy,0.8562761545181274
cockatoocourse,@piuyeollow yuk kak belajar bareng di cockatoo course,Joy,0.9226635694503784
cockatoocourse,@riizecatt hafalin hangeul dulu aja kak,Neutral,0.709883987903595
cockatoocourse,@lowqueenn bagus sih kak berani beda ,Joy,0.3879902958869934
cockatoocourse,@_ilovejm_ ayok kak semangat belajarnya ,Joy,0.6509441137313843
cockatoocourse,@puedings semangat kak,Joy,0.9942582845687866
cockatoocourse,@pinpinayy belajar bahasa korea di cockatoo course aja yuk kak,Neutral,0.41690003871917725
cockatoocourse,@adanunna semangat kak,Joy,0.9942582845687866
minjeongszi,ada yang gunain email aku nama aku dan nomor hp aku buat daftar kursus barista(?) di Sinau Kopi duhh ya gustii orang kok ya bisa iseng/jahat kek begitu masalahnya ditagih uang pendaftaran anjrit gila gak lo ( ( typing ku ngetik nama gak pernah kek Alia dewik ya bjir ) ) https://t.co/1HA3AwLIIR,Fear,0.3827648162841797
maba24amin,@naawurra_ ayoo kursus denganq,Joy,0.6629945635795593
pent0lgring1,Ngantuk bet cuyy udh ikut kursus aja ini smbil meluangkan waktu buat usaha nanti daripada merenungkan sesuatu yg gk penting.,Anger,0.3527005910873413
myluvlyarchive,@lovvellyi Kalo kelas grafis ak ikut disini. Ini mereka lagi adakan kursus photography. Ak biasanya dapat info kursus lain dari emak sih https://t.co/ACH9u57dLh,Neutral,0.46185675263404846
FaintedCrux,@faintdemure Kursus.. Padahal aku gak jago.,Anger,0.27369657158851624
tamotoast,@ecclesiya ntar yah gue ambil kursus aja wkwkw,Neutral,0.3174882233142853
fyfrhn,Berharap berita ni betul aku sumpah tak nak pergi sebab tak ready apepun. Mental aku barai kaw tahun ni. Dengan macam macam yang jadi ni buatkan aku lagi taknak pun pergi kursus tu. Lagipun aku dah tua sial nak pergi ibarat macam nak study balik benda yang aku study time dip,Joy,0.4971931576728821
yaeladittt,pagi2 melow liat postingannya sukma yg photoshoot pake almet wearpack jadi keinget itu dulu rencana photoshoot nya sama fajar pake baju toga baju wearpack jurusan karena sama2 anak teknik pake almet yg terakhir pake baju kursus english kita barengan nyesek bgt bgt ,Joy,0.9702978134155273
sarahahmadmurad,My very first kursus handled A-Z by me. Semoga Allah permudahkan urusan i aamin yra,Joy,0.93707275390625
884OkezoneRadio,Zoners! Pagi lo bakal ditemenin @ajiSABHA dari jam 6-10 di #GoodMorningZone Hari ini @basboi_ harus izin dulu karena lagi ikut kursus mancing tuna https://t.co/rQwbRMxTLl,Joy,0.8220173120498657
himegko,aaaa anjir ntar siang kursus mobil tpi sendirian kocak kocak :),Joy,0.477122038602829
for_reaallll,@convomf nyokap gue gabisa kepang ,Anger,0.42459285259246826
mizzkamalia19,@zachkry @TVPertiwi_MY Takder lesen confirm x gie kursus pengendalian makanan confirm x amik suntikan typhoid...,Joy,0.7364252805709839
mizzkamalia19,@jonjonijonatan @corleone6488 @SyedAkramin Sikit² nak main bangsa..kalo ko ikut law xder aaa kena amik tindakan...aku x taularr tempat lain yang banyak suka meniaga rembo nier kebanyakkan orang kita...kalo meniaga makanan tuh tanpa lesen konfirm x gie kursus pengendalian makanan kemungkinan besar tak amik suntikan typhoid,Anger,0.7584173083305359
drpulaupinang,KURSUS TVET UNTUK SEMUA TIADA UNSUR PILIH KASIH #MalaysiaMADANI #kerajaanPerpaduan #malaysiaviral #Malaysia #TVET #bumiputera #pulaupinang #AhmadZahidHamidi #demirakyatpenang https://t.co/Pey26IzQG5,Love,0.6042450070381165
wonbinkw,@mrwonbinwife pls buka kursus oke soflen,Neutral,0.8975171446800232
ffirlyyy,pgn pnya banyak duit biar bisa ikut kursus sana sini huhu,Joy,0.22895897924900055
Supriya77456669,@markvz_mazter @NyaiNeneng Kursus karo @marsudi_rebond kuwi keto'e... ,Neutral,0.2715565860271454
melianaprtwi,Saat aku memilih resign tujuannya untk menghindari perempuan itu situasi malah menyatukannya dmn kami terlibat pada agenda kursus bersama yg di inisiasi oleh anak relawan. Aku jdi harus melihat mereka terus pdhl ingin menghindarinya.,Joy,0.4503699541091919
pakc1k,Kalau macam ni punya rate lagi elok dia gi kursus mengurut bai. Gila lah weh. 21 job tu berapa jam sia nak dapat?,Anger,0.332211434841156
xavierastar,Dahal waktu itu jarak ke tempat kursus gue mayan jauh. Dan gue kursus nya di weekend jadi weekend gue pun gada istilah libur. Gila banget kalau dipikir pikir buat bocah SD,Anger,0.9270926713943481
xavierastar,Aku pernah cerita ini mah. Yang aku rela jalan kaki pergi kursus terus berusaha buat dapat rank biar sering interaksi dengan belio. Dan waktu itu gue masih SD. Waktu itu gue juga rela nabung buat beli pulsa karena waktu itu gue g punya andro,Sad,0.9511454105377197
nunanya_wonu,@shuadoreu itu si shua ajarin bahasa engres dulu ke kita ak mau kursus ke dia,Neutral,0.30499067902565
onyx333_333,nyesel bgt baru kursus skrg ajg,Anger,0.3097062408924103
mAsTINY_lee,@mingtzu0604 Hahahahaha jom register bqsm aku pun busy minggu ni. X tau sempat ke tak. Aku ada cable boleh cari kursus utk kumpul cpd point yg mur2 ,Neutral,0.2678076922893524
SituSotoSato,@TaqiusSA @perogeremmer Utk sy pribadi ms office jauh lebih penting sih. Dulu tahun 2003an pas SMP sampai sy rela2in kursus di sekolah dan nyatanya memang sampai skrng msh relevan. Alhamdulillah msh kepake smp skrng n kyknya smua pekerjaan bklan terkait at least sama word n excel kecuali buruh,Joy,0.8508249521255493
APMtwiter,Seramai 33 orang peserta terdiri daripada pegawai APM seluruh Malaysia telah terlibat dalam kursus ini. Untuk makluman kursus ini akan berlangsung selama 4 hari bermula 24 hingga 27 Jun 2024 (Isnin hingga Khamis). https://t.co/owbUBLCODi,Anger,0.36337998509407043
APMtwiter,Selasa 25 Jun 2024 - Sekitar hari pertama kursus anjuran Cawangan Pengurusan Sekretariat Bahagian Pengurusan Bencana dan Operasi Ibu Pejabat Pertahanan Awam bertempat di D'Village Resort Melaka Ayer Keroh Melaka. https://t.co/kewbw19w9n,Joy,0.6058956980705261
APMtwiter,#LATIHAN KURSUS PEMANTAPAN PEGAWAI SEKRETARIAT PENGURUSAN BENCANA TAHUN 2024 @jpmgov_ https://t.co/MxWaSSQ34D,Joy,0.5202358365058899
bebopbeebop,@ComicsByVieN Man I could make millions kalau benda ni pun ada kursus ,Neutral,0.44145476818084717
zimzalazz_,kursus bahasa inggris yg recommended mana ya gaess. mau ngisi liburan,Anger,0.30532145500183105
syaza2nanordin,rasa nak ponteng kursus pergi amik ben khamis ni,Neutral,0.3897325098514557
cockatoocourse,@JennieMurp46716 keren kak semangat terus belajarnya ,Joy,0.8012662529945374
cockatoocourse,@wethorexas_ul semangat kak ,Joy,0.9717112183570862
smsainsktsester,Kursus Kejurulatihan Kawad Kaki Kor Kadet Polis di SMK Belara Adif Danish Alif Irsyad Siti Nur Alyani Nurin Shazmimi Guru Penasihat : Cikgu Wan Eliza https://t.co/yNWAXUYyF1,Neutral,0.6292648315429688
cockatoocourse,@jakenekkoya dari memperbanyak vocab kak,Neutral,0.4584541618824005
EddieBachroel,@ainunnajib satu pesohor pernah kursus akting di sana sering di suruh ngomong dengan tembok..bukan cermin lagi ,Anger,0.3682827651500702
jaemain,@WlNTERI Kayaknya kamu harus kursus tebak khodam mulai sekarang dd makasih udah ikut main malem ini ya,Neutral,0.5801069140434265
cockatoocourse,@beyyapov jangan nyerah belajarnya semangat ,Joy,0.6332193613052368
cockatoocourse,@Psrmixx semangat kak belajar bahasa jepangnya,Joy,0.9696375727653503
cockatoocourse,@jenorgeous semangat kak belajarnya,Joy,0.9843547344207764
cockatoocourse,@jeyetem semangat kak,Joy,0.9942582845687866
sha_bi99,Adakah yg buka les atau kursus bahasa jepang?,Neutral,0.34703218936920166
cockatoocourse,@gryffhoon ayok kak belajar lagi semangat ,Joy,0.7387623190879822
cockatoocourse,@fleurubi mandarin kak,Joy,0.4726739525794983
cockatoocourse,@simpforen semangat kak belajarnya ,Joy,0.9843547344207764
dimas_aph,Agak unrelated. Dulu pernah ikut kursus TOEFL IBT. Sempat lihat peserta dg lanyard LSF Ini hal yg menyebalkan dari kaum terdidik di sini. Mereka menggunakan pengetahuannya untuk membatasi informasi ke masyarakat. Seperti Menteri lulusan Harvard mengatakan kuliah tidak penting,Neutral,0.5663585066795349
SinarOnline,Kerajaan buta warna beri peluang rakyat ikuti TVET - Ahmad Zahid BULETIN TIKTOK 25 JUN 2024 Kerajaan mengambil pendirian buta warna atau tidak pilih kasih dalam memberikan peluang kepada rakyat Malaysia untuk mengikuti kursus Pendidikan dan Latihan Teknikal dan Vokasional https://t.co/wemqQ2bRcE,Anger,0.9673277139663696
cockatoocourse,@aillicy hayu kak belajar bahasa mandarin,Neutral,0.4544457197189331
cockatoocourse,@nattxxii mandarin oke sih kak,Anger,0.38156822323799133
cockatoocourse,@wngam3boi saya kak,Joy,0.7327839136123657
cockatoocourse,@ilyybunnywin les mandarin di cockatoo course aja yuk kak,Joy,0.6409488916397095
fxdhyltf,Kursus baju koporat. Both nda suka.,Joy,0.3751862347126007
Truevve,@worksfess Bisa asal rajin apply ikut kursus nambah skill nanya relasi krn ada tipe loker yg tersembunyi ,Joy,0.46634602546691895
apbm_batugajah,BERMULANYA KURSUS ASAS KEUSAHAWANAN SOSIAL DI KELANTAN Sekali lagi Cawangan Penyelarasan dan Strategik APBM Batu Gajah Perak menganjurkan Kursus Asas Keusahawanan Sosial bermula pada 25-27 Jun 2024 bertempat di Institut Pengurusan Peladang Panji Kota Bharu Kelantan. https://t.co/KcMGcYSFoF,Neutral,0.9824114441871643
cravmbs,tahun ini katanya kerja September trus kuliah. waduh kuliah sambil kerjaa tapi egk apa apaa terus kursus masak sama bikin kuee. gapapaa aku sukaaa semoga kuat deh jalaninnya,Sad,0.9958361387252808
junellaja,padahal ge kursus banyak tutorial di yt jg banyakkk,Anger,0.2500726282596588
HRJ23O0,ada ga si kursus seni atau musik di Jogja yg bs buat liburan ini (( 2 Minggu )),Joy,0.3876933157444
alfeeii,@hmm261120 @perogeremmer Nah harusnya begini di yt sendiri tutorial gratis seabrek yg kalo dulu harus kursus dulu biar tau. Gw bisa masak pun full belajar dari yt dan google,Neutral,0.3521743714809418
scoobaedo,@sherlin_019 sini kursus sm ak,Neutral,0.369996041059494
KiwKiww16,@jiayiyi97 *kursus gitu maksudnya,Anger,0.4541379511356354
HRJ23O0,KURSUS B ING SMUA NJINKKK BOSENNNN PUQIIII ,Joy,0.27128031849861145
HRJ23O0,kursus apaan sih ga ad minat ap ap selain seni tp kalo rikues yg begitu kena oceh puki puki,Anger,0.3887122869491577
ijunomiyo,mending kursus prancis jerman japanese atau mandarin ya teman teman.. #studytwt,Neutral,0.9924991726875305
shinbine,@worksfess bisa nder semangat yaaa rajin cari info soal kursus/pelatihan aja yg bisa nambah isi cv!,Joy,0.9144648909568787
fatinurliyana1,Esok kursus malasnya,Neutral,0.2491455227136612
jino__ajinomoto,ada yang namanya etika berkendara tapi gatau ya diajarin atau engga kalo di kursus.,Joy,0.4251415729522705
storybyshadow,@worksfess HALO AKU MAU NGAJAK KALIAN ADA YG MAU IKUT KURSUS GK? Kursus B. Korea harganya 10k dari harga 150k. Ada tips linkedin + skripsi jga. IELTS &amp; TOEFL CMN 25k UDH DAPET SERTIFIKAT. Tapi terbatas kuotanya cmn buat sampe malam ini jam 23.59. Yg mau bisa rep or dm ya,Neutral,0.5335713028907776
sugaringboti,ngapain nyuruh jw kursus elu aja yg gw suruh ke dokter tht kuping lo byk conge ny ampe gbs filter suara vocal line yg bnrn bagus ga cuma haechan aja yg bagus,Neutral,0.8185060024261475
kukilakulminasi,@mintteavanaa @gayung_aer Aku buka kursus pasang gas kak,Neutral,0.8830795288085938
cettaonlineclas,Duh Mince jadi pengen makan sushi. Kalo kamu sushi lovers juga bukan Cetz? Source: https://t.co/gMmJ8rP70D.,Anger,0.3896544873714447
cettaonlineclas,Terus waktu itu sushi juga gede-gede sekitar 1 5 sampai 2 kali lebih gede dari nigiri sushi yang banyak dikenal sekarang. Makanya biar topping-nya nggak jatoh dimakan one bite pake tangan deh. ,Fear,0.4325520396232605
cettaonlineclas,Dulu sekitar tahun 1600 sampai dengan 1890 M sushi nggak muncul di restoran mewah kayak sekarang tapi justru di warung tenda kaki lima atau yatai. Nah biar satset orang Jepang biasanya makan sushi pake tangan langsung.,Love,0.607643723487854
cettaonlineclas,Yes makan sushi pake tangan itu hal wajar loh di Jepang. Soalnya berkaitan dengan sejarah sushi itu sendiri. ,Anger,0.4259999990463257
cettaonlineclas,Di umur berapa kamu tau makan sushi di Jepang boleh pake tangan? #CettaCulture https://t.co/QGH4GKwAHn,Neutral,0.48635515570640564
storybyshadow,@worksfess HALO AKU MAU NGAJAK KALIAN ADA YG MAU IKUT KURSUS GK? Kursus B. Korea harganya 10k dari harga 150k. Ada tips linkedin + skripsi jga. IELTS &amp; TOEFL CMN 25k UDH DAPET SERTIFIKAT. Tapi terbatas kuotanya cmn buat sampe malam ini aja jam 23.59 Yg mau bisa rep or dm ya,Neutral,0.5439091920852661
mafiadhillon,@sirsazly @akmalnasir @PETRAMalaysia Tak pernah lihat pergi site pakai Burberry. Kursus CIDB pun tak pernah hadir ni. Safety helmet sekadar cukupkan syarat jer. Tak serius la boss pun tak boleh ikut SOP site. Revoke je la main con projek ni bagi 10 tahun pun tak ke mana.,Sad,0.9341931343078613
snfatenatikah,Teringat dulu pegi kursus kawen dlm pkp pastu ada sorg pelajar kata kat ustaz adjust sore ko kito pastu ustaz kata eh bila kace mari kursus dale pkp ni pehe2 la. Sek2 ni ado calon doh la ni hahahhahaha,Anger,0.9126383066177368
rit_surit,@aamalieaa @ulotrichoux Halo kak... angkut aku juga dong buat kursus bahasa jerman,Joy,0.6167380213737488
gushkepoykm,Si jaehee diam diam mengambil kursus pengambilan selca ya anda https://t.co/yE24diLdnJ,Anger,0.2830066978931427
eyesofaquila,Serius kamu punya banyak waktu untuk mengakses kursus online di saat yang lain menghabiskan waktu untuk tertawa. Kamu juga punya waktu untuk tidur lebih awal dan bangun tahajud lalu mempertajam akalmu dengan belajar. Pembela Palestina harus kuat menyerap banyak keilmuan.,Sad,0.2418462336063385
fari_hani1,@meinmokhtar Kursus kawin tido eh dik.. Org kawin ko pun sibuk nak kawin.. Gatall,Anger,0.3497196435928345
boiish_gurlz,@pelisahh Aku teringat masa gi kursus kan tahu tak topik dia org sembang pasal nipple.ada nipple perempuan nie tergelam lpstu kan dia tunjuk kat kawan2 dia ar. Dia boleh tanya aku awak nak tengok ke.aku masa tu mcm huh??? Mcm nie lah insecure penerima suami.jem otak aku masa tu huhuhu,Anger,0.8674470782279968
nickzrulez,@BeaB_sya This one thing I don t like bout Malay even during kursus kahwin they ll emphasise on perempuan kena tanya laki tu ni like what? Kalau kau da setengah mati laki kau xda kat situ kau patut boleh sendiri gi hospital klinik! Xyah tunggu la derrr my goodness,Anger,0.40509849786758423
ComicsByVieN,@OcSyafiq Ada kursus kat poly Perlis ,Anger,0.33016636967658997
RDIKEYSA,@xo_11sh Bukan kuliah sih emg kursus bahasa ajaa,Joy,0.4672369062900543
fairyggukie_,ada yg tau ngga ya info kursus buat jurusan marketing? domisili jakarta apapun tentang marketing #kursusmarketing #marketing #zonauang,Neutral,0.7614374756813049
mashirinasheesh,Day 3 pcd.. susah nk focus kerja kursus,Anger,0.40775400400161743
sugaringsnooppy,maap ka klo suara bias saya jelek besok saya suruh dia kursus biar makin bagus https://t.co/1D72UaMEn3,Joy,0.9478197693824768
dwiputro89,@perogeremmer Cocok peluang bisnis kursus komputer administrasi perkantoran,Love,0.4615894854068756
samsuil_,Kursus bahasa Inggris aksen African-American atau British-India.,Neutral,0.3201715052127838
istiraahat,@perogeremmer Aku kursus office pas semester 1 kuliah. Sangat membantu.,Joy,0.6706811785697937
jung_ijakkk,Back then gw mengira summer course means kegiatan kursus bersenang2 di masa liburan *the fact: ngulang mafiki ,Neutral,0.9999562501907349
Kedirimall2,_*ENGLISH HOUSE KEDIRI*_ _*PROMO DISKON 50% BIAYA KURSUS*_ _*Khusus pendaftaran siswa baru*_ *GRATIS COBA KELAS* Metode belajar yang menyenangkan Pengajar profesional Materi berstandar Internasional (CEFR). Kelas dengan jumlah siswa terbatas https://t.co/ii8a4OM1tD,Joy,0.9639935493469238
MAG70769608,@tanyakanrl sorry oot ada yang mau kursus online murah meriah udh dpt E-sertif akses lifetime materinya banyak Excel TOEFL IELTS bahasa Mandarin Canva Adobe Photoshop Penulisan Skripsi Public Speaking dll masing cuma 24rb dari harga 300rb an terbatass yg mau rep yaa,Neutral,0.9252839684486389
nurareefah,Rasa macam tak cukup nafas nak setelkan everything by today sebab esok ada urusan di Puspakom then Khamis Jumaat ada full day kursus. Tanpa ku duga TIME internet buat hal pula petang ni ,Anger,0.3527005910873413
cockatoocourse,@dr_waterlaww cari les bahasa inggris kak?,Neutral,0.930351972579956
cettaonlineclas,Cetz menurut kamu lebih susah belajar grammar atau vocab? Polling di bawah yuk! #CettaPoll,Neutral,0.8030666708946228
cockatoocourse,@englishfess_ kalo mau les bisa di cockatoo course nder,Anger,0.30099883675575256
ali_abdillah_,Yang bukan akademisi pengen banget jd profesor yang akademisi cari kursus buat jadi profesor. Yg aneh ada pula yg kepikiran bikin kursus beginian. Lucu-lucu amat sih orang Indonesia. https://t.co/3Hou5g9wOj,Sad,0.2696066200733185
alifianmm,@weebszz kursus juga mam disana?,Joy,0.41850411891937256
chordream,Etapi nonton tutorial nyetir di yt tuh beneran bisa ngaruh ya buat skill nyetir kita wkwkwk. Soalnya gue gak kursus tapi diajarin sodara adek gue sama modal tutorial yt. Ada hal2 yg gak diajarin sama sodara dan adek gue tapi ada di tutorial yt. Tercerahkan bgt rasanya wkwkwk.,Neutral,0.3725387156009674
kodimbarabai,BARABAI Dandim 1002/HST Letkol Inf Fery https://t.co/9xYM0nBlJe. M.Han menghadiri pembukaan Kursus Pelatihan Pemimpin Pramuka (KMD) Tingkat Dasar dan Pelatihan Pemimpin Pramuka Tingkat Lanjut Kursus (KML) Cabang Gerakan Pramuka Kab.HST Tahun 2024 https://t.co/G2Qpl1goqg,Neutral,0.9999986886978149
balienglishcafe,Haihaiihaiii Good afternoon️ Kalian mau cari kesibukan untuk mengisi liburan sekolah dan juga waktu luang kalian? Yuk daftar kursus bersama English Cafe Bali dan nikmati promo bulan ini! https://t.co/YwKOJsNm1l,Joy,0.8551773428916931
AGCPutrajaya,21-23 Jun 2024 | Mesyuarat Bahagian Guaman Bil. 2/2024 &amp; Kursus Advocacy Training #jabatanpeguamnegara #malaysiamadani https://t.co/eKzn6BvtH4,Joy,0.4340267777442932
nostalgiccozy,nanti pas aku udah buka kursus privat doakan rame ya gaiss butuh tabungan buat bayar ukt krna subsidi ptn yg cuma 7T itu,Sad,0.9595110416412354
484nX,@cinnamo0ns_ kalau emanng status student terbagi 3 : Mahasiswa Kursus dan peserta Tutor maka harusnya dibuat satu tabel lagi yang berisi tentang JenisKuliah dengan primary_keynya misal ID_JenisKuliah yang akan ditambahkan dalam tabel student lalu pada tabel subject pun ditambahkan ...,Anger,0.3527005910873413
smpantura,Puluhan Pembina Pramuka di Kwartir Cabang (Kwarcab) Tegal mengikuti Kursus Mahir Dasar (KMD) tahun 2024. https://t.co/XbGVlKO5wk #kwatir @kwarcab #pramuka #kmd,Joy,0.9596548676490784
DzawilD,@damnitsisni @SukabumiiFess Oh iya teh maaf sebelumnya. Mungkin kalo ada rekomendasi untuk kursus ielts di sukabumi boleh infokan teh hehe.,Neutral,0.2494274079799652
